id;first_name;last_name;email;age;gender;state;street_address;postal_code;city;country;latitude;longitude;traffic_source;created_at
81683;Robert;Gamble;robertgamble@example.net;16;M;Ohio;9478 Amber Spur Suite 920;43302;Marion;United States;41;-83;Search;6/19/2023 16:32:00
3888;Scott;Martin;scottmartin@example.net;33;M;Ohio;1738 Jerry Fields;43402;Bowling Green;United States;41;-84;Search;06/04/2020
36934;Nicole;Smith;nicolesmith@example.net;30;F;Ohio;95594 Annette River;43402;Bowling Green;United States;41;-84;Search;2/16/2022 7:13:00
78030;Paige;Black;paigeblack@example.com;20;F;Ohio;587 Haley Inlet Apt. 403;43402;Bowling Green;United States;41;-84;Search;3/21/2020 15:24:00
29411;Jennifer;Obrien;jenniferobrien@example.net;50;F;Ohio;88512 Nicole Light Suite 778;43420;Fremont;United States;41;-83;Email;3/14/2021 14:03:00
57839;David;Allen;davidallen@example.net;55;M;Ohio;295 Henderson Forge Apt. 765;43420;Fremont;United States;41;-83;Search;1/29/2022 14:01:00
72332;Christopher;Travis;christophertravis@example.net;56;M;Ohio;4916 Dean Mission;43420;Fremont;United States;41;-83;Search;12/18/2020 7:11:00
87586;Jessica;Williams;jessicawilliams@example.net;12;F;Ohio;04375 Adam Lights;43420;Fremont;United States;41;-83;Search;8/26/2019 14:52:00
44941;Sarah;Anderson;sarahanderson@example.org;68;F;Ohio;93645 Sims Mews;43512;Defiance;United States;41;-84;Search;07/02/2022
58556;Nicole;Nguyen;nicolenguyen@example.org;22;F;Ohio;0864 Rebecca Brooks;43512;Defiance;United States;41;-84;Email;2/14/2020 15:00:00
69161;Lori;Sanchez;lorisanchez@example.net;56;F;Ohio;62923 Burton Underpass;43512;Defiance;United States;41;-84;Search;03/09/2023
44526;Christina;Duran;christinaduran@example.com;47;F;Ohio;05186 Margaret Ville Apt. 635;43537;Maumee;United States;42;-84;Organic;12/19/2022 4:17:00
57701;Timothy;Carson;timothycarson@example.com;15;M;Ohio;1165 Karen Knoll Suite 703;43537;Maumee;United States;42;-84;Email;2/21/2021 14:14:00
4684;Andrew;Blankenship;andrewblankenship@example.org;41;M;Ohio;78842 James Cliffs;43551;Perrysburg;United States;42;-84;Organic;3/18/2019 17:18:00
57106;Patrick;Turner;patrickturner@example.net;32;M;Ohio;44427 Barrett Mission;43551;Perrysburg;United States;42;-84;Search;10/05/2020
47455;Michael;Collins;michaelcollins@example.net;26;M;Ohio;542 Todd Burg;43560;Sylvania;United States;42;-84;Search;3/15/2020 14:26:00
57082;Matthew;Bailey;matthewbailey@example.net;67;M;Ohio;99786 Hale Lodge;43560;Sylvania;United States;42;-84;Facebook;1/16/2020 15:40:00
81116;Toni;Lewis;tonilewis@example.net;31;F;Ohio;2656 Hill Hill Apt. 440;43560;Sylvania;United States;42;-84;Organic;10/26/2021 9:55:00
30;Kevin;Lindsey;kevinlindsey@example.net;23;M;Ohio;4882 Butler Dale Suite 853;43605;Toledo;United States;42;-84;Organic;9/19/2022 7:32:00
86661;Carol;Davis;caroldavis@example.com;17;F;Ohio;6945 Howard Highway Suite 531;43605;Toledo;United States;42;-84;Search;11/04/2020
74842;Adrian;Stanley;adrianstanley@example.com;53;M;Ohio;133 Christian Expressway;43612;Toledo;United States;42;-84;Search;8/14/2019 9:11:00
97803;Joshua;Robles;joshuarobles@example.net;63;M;Ohio;35483 Christy Radial Apt. 039;43612;Toledo;United States;42;-84;Display;1/16/2022 3:35:00
38545;Marvin;Simon;marvinsimon@example.org;47;M;Ohio;7144 John Park Suite 177;43613;Toledo;United States;42;-84;Email;8/20/2019 2:31:00
58551;Tara;Clark;taraclark@example.net;55;F;Ohio;899 Nichols Bypass;43613;Toledo;United States;42;-84;Organic;03/01/2022
1149;Carol;Baker;carolbaker@example.net;42;F;Ohio;206 Sanders Ways;43614;Toledo;United States;42;-84;Organic;6/30/2019 16:46:00
75490;Alyssa;Anderson;alyssaanderson@example.com;13;F;Ohio;279 Meyer Loaf Suite 956;43614;Toledo;United States;42;-84;Organic;11/30/2021 4:36:00
76347;Denise;Johnson;denisejohnson@example.com;52;F;Ohio;24889 Watkins Plains Apt. 510;43614;Toledo;United States;42;-84;Search;7/18/2021 18:13:00
77200;Mackenzie;Owens;mackenzieowens@example.org;52;F;Ohio;013 Terrell Shoal;43614;Toledo;United States;42;-84;Search;8/31/2019 1:07:00
3614;Blake;Foster;blakefoster@example.com;28;M;Ohio;75782 Sims Landing Suite 795;43615;Toledo;United States;42;-84;Organic;4/22/2020 0:04:00
5238;Melissa;Jones;melissajones@example.com;49;F;Ohio;123 Vazquez Lane;43615;Toledo;United States;42;-84;Organic;4/21/2022 15:22:00
19729;Tyler;Cruz;tylercruz@example.org;16;M;Ohio;1004 Austin Fort Suite 895;43615;Toledo;United States;42;-84;Organic;03/01/2022
45223;Lindsey;Goodwin;lindseygoodwin@example.com;65;F;Ohio;6737 Jessica Course Suite 843;43615;Toledo;United States;42;-84;Search;2/17/2019 17:23:00
90336;Maria;Mcguire;mariamcguire@example.net;36;F;Ohio;746 Daniel Track Apt. 403;43615;Toledo;United States;42;-84;Search;6/18/2022 13:45:00
913;Colton;Holmes;coltonholmes@example.com;59;M;Ohio;005 Robert Wall Apt. 406;43701;Zanesville;United States;40;-82;Search;11/23/2022 5:04:00
13567;Ryan;Woodard;ryanwoodard@example.net;45;M;Ohio;4307 Allison Trail;43701;Zanesville;United States;40;-82;Search;05/12/2022
54291;Rhonda;Barnes;rhondabarnes@example.org;13;F;Ohio;857 Tina Groves;43701;Zanesville;United States;40;-82;Facebook;3/18/2020 1:14:00
55217;Connie;Martinez;conniemartinez@example.net;48;F;Ohio;297 James Oval Apt. 276;43701;Zanesville;United States;40;-82;Search;01/10/2023
62447;Patricia;Mitchell;patriciamitchell@example.net;23;F;Ohio;9805 Thompson Valley;43701;Zanesville;United States;40;-82;Search;09/10/2019
62732;Rodney;Gomez;rodneygomez@example.org;39;M;Ohio;9724 Frost Shores Suite 332;43701;Zanesville;United States;40;-82;Organic;06/02/2023
65107;Edward;Long;edwardlong@example.net;40;M;Ohio;00491 Douglas Rue;43701;Zanesville;United States;40;-82;Search;6/25/2023 8:36:36
69410;Michael;Carpenter;michaelcarpenter@example.org;64;M;Ohio;25911 Nichols Lights Apt. 546;43701;Zanesville;United States;40;-82;Organic;8/22/2021 5:47:00
84611;Stephanie;Yates;stephanieyates@example.net;43;F;Ohio;992 Reese Lights Suite 355;43701;Zanesville;United States;40;-82;Search;03/06/2023
93880;Stephanie;Cross;stephaniecross@example.org;42;F;Ohio;0598 Andrew Terrace Apt. 374;43701;Zanesville;United States;40;-82;Search;07/04/2020
1870;Lisa;Flores;lisaflores@example.org;13;F;Ohio;32229 Tara Centers Apt. 574;44004;Ashtabula;United States;42;-81;Search;12/11/2020
48408;David;Cuevas;davidcuevas@example.org;58;M;Ohio;3912 Courtney Street;44004;Ashtabula;United States;42;-81;Search;04/09/2021
51909;Amanda;Hudson;amandahudson@example.net;33;F;Ohio;98559 Nicole Court;44004;Ashtabula;United States;42;-81;Search;02/05/2023
98651;Peter;Hill;peterhill@example.org;66;M;Ohio;38518 Sims Cove Apt. 850;44004;Ashtabula;United States;42;-81;Search;2/18/2021 3:47:00
2417;Scott;Green;scottgreen@example.net;45;M;Ohio;8075 Graham Green Suite 877;44035;Elyria;United States;41;-82;Search;5/26/2021 0:43:00
5486;Stephanie;Lewis;stephanielewis@example.org;46;F;Ohio;769 Kenneth Way Apt. 720;44035;Elyria;United States;41;-82;Facebook;01/02/2019
15207;Jennifer;Jackson;jenniferjackson@example.com;64;F;Ohio;130 Tanner Union Suite 610;44035;Elyria;United States;41;-82;Search;7/28/2021 0:14:00
60793;Jessica;Watson;jessicawatson@example.org;58;F;Ohio;0149 Cynthia Harbors Apt. 605;44035;Elyria;United States;41;-82;Search;06/02/2020
78602;Timothy;Christensen;timothychristensen@example.org;50;M;Ohio;90822 Margaret Roads;44035;Elyria;United States;41;-82;Organic;05/06/2019
45526;Lisa;Garcia;lisagarcia@example.com;12;F;Ohio;763 Carney Burg Apt. 948;44039;North Ridgeville;United States;41;-82;Search;10/21/2020 15:44:00
83399;Andrew;Duke;andrewduke@example.org;29;M;Ohio;0304 Moreno Well Apt. 150;44052;Lorain;United States;41;-82;Search;02/11/2021
29383;Linda;Cooper;lindacooper@example.org;51;F;Ohio;7723 Alyssa Greens Apt. 933;44060;Mentor;United States;42;-81;Search;12/17/2019 11:50:00
63835;Patricia;Haynes;patriciahaynes@example.net;31;F;Ohio;0204 Beck Rapid Suite 844;44060;Mentor;United States;42;-81;Search;08/01/2022
66695;Amber;Bishop;amberbishop@example.org;63;F;Ohio;145 Adrian Stream;44060;Mentor;United States;42;-81;Search;7/19/2019 16:51:00
80796;Becky;Cole;beckycole@example.org;63;F;Ohio;32642 Dustin Bridge;44060;Mentor;United States;42;-81;Search;9/24/2021 2:00:00
93771;Jennifer;Wood;jenniferwood@example.org;38;F;Ohio;8658 Jacob Mills Apt. 301;44060;Mentor;United States;42;-81;Search;12/20/2019 10:35:00
99723;Jesse;Jackson;jessejackson@example.net;53;M;Ohio;942 Brown Lodge Suite 428;44060;Mentor;United States;42;-81;Organic;1/19/2023 15:55:00
39661;Ryan;Ramos;ryanramos@example.org;27;M;Ohio;01526 Jensen Meadows Apt. 180;44070;North Olmsted;United States;41;-82;Search;11/25/2020 4:28:00
41974;Brittany;Johnson;brittanyjohnson@example.com;26;F;Ohio;169 Lisa Bridge;44070;North Olmsted;United States;41;-82;Organic;06/04/2020
43083;Anthony;Mullen;anthonymullen@example.org;51;M;Ohio;62035 Kyle Courts Suite 602;44070;North Olmsted;United States;41;-82;Email;08/09/2022
61491;Ernest;Ashley;ernestashley@example.com;45;M;Ohio;96130 Ashley Gardens Apt. 074;44070;North Olmsted;United States;41;-82;Search;06/05/2022
88655;Wayne;Patel;waynepatel@example.com;49;M;Ohio;28544 Trevino Path;44070;North Olmsted;United States;41;-82;Search;7/13/2020 11:34:00
2121;Brianna;Watkins;briannawatkins@example.org;47;F;Ohio;349 Ryan Port Apt. 271;44077;Painesville;United States;42;-81;Search;6/26/2023 9:30:43
3616;Corey;Barajas;coreybarajas@example.com;16;M;Ohio;653 Cox Passage;44077;Painesville;United States;42;-81;Search;5/15/2022 2:18:00
56998;David;Ramirez;davidramirez@example.com;58;M;Ohio;16861 Patel Shoals Suite 518;44077;Painesville;United States;42;-81;Search;8/16/2020 15:49:00
5889;Jessica;Pierce;jessicapierce@example.com;63;F;Ohio;90115 Tiffany Common;44094;Kirtland;United States;42;-81;Search;10/01/2019
5914;Brandon;Stevens;brandonstevens@example.com;42;M;Ohio;353 Christopher Shoal;44094;Kirtland;United States;42;-81;Display;3/24/2021 11:28:00
25036;Kelly;Garcia;kellygarcia@example.com;64;F;Ohio;6963 Wilson Stream Suite 062;44094;Kirtland;United States;42;-81;Search;10/29/2020 3:42:00
27378;Tammy;Ortiz;tammyortiz@example.org;32;F;Ohio;1811 Martinez Flats Suite 931;44094;Kirtland;United States;42;-81;Facebook;12/27/2021 18:27:00
91145;Lisa;Gonzalez;lisagonzalez@example.org;66;F;Ohio;011 Andrew Freeway Suite 846;44094;Kirtland;United States;42;-81;Organic;6/29/2019 18:35:00
93698;David;Rangel;davidrangel@example.org;62;M;Ohio;095 Kenneth Passage;44094;Kirtland;United States;42;-81;Search;08/05/2022
10503;Peggy;Rodriguez;peggyrodriguez@example.com;19;F;Ohio;30417 Simmons Plains Suite 509;44095;Eastlake;United States;42;-81;Search;4/24/2023 13:29:00
50528;Cheryl;Mason;cherylmason@example.com;38;F;Ohio;060 Myers Path Suite 765;44095;Eastlake;United States;42;-81;Organic;02/01/2023
84132;Christine;Thomas;christinethomas@example.net;31;F;Ohio;81974 Williams Corner;44095;Eastlake;United States;42;-81;Search;3/13/2022 2:16:00
22507;Julie;Wood;juliewood@example.com;65;F;Ohio;70122 Robertson Locks;44102;Cleveland;United States;41;-82;Search;08/11/2022
48580;Daniel;Chang;danielchang@example.org;13;M;Ohio;6698 Lori Shoals;44102;Cleveland;United States;41;-82;Search;7/30/2020 3:22:00
63886;Frank;Hendrix;frankhendrix@example.net;68;M;Ohio;804 Michael Station;44102;Cleveland;United States;41;-82;Organic;6/23/2021 2:48:00
98172;Ariel;Aguilar;arielaguilar@example.net;31;F;Ohio;66041 Kyle Garden Apt. 119;44102;Cleveland;United States;41;-82;Search;9/20/2020 14:25:00
14014;Lauren;Hunt;laurenhunt@example.org;53;F;Ohio;98626 Young Summit;44105;Cleveland;United States;41;-82;Search;02/12/2020
9938;Nicholas;Baldwin;nicholasbaldwin@example.com;29;M;Ohio;844 Gilbert Meadow;44107;Lakewood;United States;41;-82;Organic;7/13/2020 4:14:00
12461;Mary;Smith;marysmith@example.net;43;F;Ohio;9473 John Harbors Apt. 625;44107;Lakewood;United States;41;-82;Search;9/27/2021 8:52:00
56978;Wanda;Dixon;wandadixon@example.org;51;F;Ohio;8022 Moore Streets Apt. 741;44107;Lakewood;United States;41;-82;Search;6/29/2021 11:00:00
60746;Dylan;Thomas;dylanthomas@example.net;34;M;Ohio;92681 Zoe Trail Suite 693;44107;Lakewood;United States;41;-82;Search;4/27/2023 13:06:00
69249;Michael;Barnes;michaelbarnes@example.net;38;M;Ohio;9111 Gray Streets Apt. 516;44107;Lakewood;United States;41;-82;Display;6/13/2023 1:43:00
85367;Melissa;Anderson;melissaanderson@example.net;21;F;Ohio;093 Briggs Point;44107;Lakewood;United States;41;-82;Search;6/26/2023 6:50:37
7824;Douglas;Vasquez;douglasvasquez@example.com;58;M;Ohio;741 Amy Expressway Suite 335;44109;Cleveland;United States;41;-82;Search;10/05/2019
10930;Deborah;Wu;deborahwu@example.org;41;F;Ohio;3872 Gregory Park;44109;Cleveland;United States;41;-82;Search;06/10/2023
67449;Devin;Morgan;devinmorgan@example.com;57;M;Ohio;1539 Rangel Flat Suite 348;44109;Cleveland;United States;41;-82;Search;6/27/2019 10:01:00
95447;Richard;Nash;richardnash@example.org;64;M;Ohio;0627 Amy Curve;44109;Cleveland;United States;41;-82;Facebook;01/09/2019
33664;Sarah;Green;sarahgreen@example.org;38;F;Ohio;58234 Wong Meadows Apt. 038;44111;Cleveland;United States;41;-82;Search;5/17/2019 8:15:00
65693;Ashley;Sanford;ashleysanford@example.com;29;F;Ohio;623 Garrison Roads Apt. 167;44111;Cleveland;United States;41;-82;Organic;11/04/2021
49215;Sharon;Scott;sharonscott@example.org;47;F;Ohio;5334 Natalie Mill Suite 768;44118;Cleveland Heights;United States;42;-82;Search;6/26/2023 6:43:29
54240;Veronica;Perkins;veronicaperkins@example.org;61;F;Ohio;00726 Moore Fords Apt. 506;44118;Cleveland Heights;United States;42;-82;Facebook;06/04/2020
57299;Jason;Mcdonald;jasonmcdonald@example.com;29;M;Ohio;5002 Daniels Courts Suite 209;44118;Cleveland Heights;United States;42;-82;Search;5/18/2022 16:18:00
59479;Brian;Williams;brianwilliams@example.net;57;M;Ohio;1076 Hernandez Pass;44118;Cleveland Heights;United States;42;-82;Search;6/22/2021 2:03:00
11945;Kenneth;Gardner;kennethgardner@example.net;20;M;Ohio;33676 Chavez Village;44120;Shaker Heights;United States;41;-82;Organic;12/12/2022
17345;Jose;Glass;joseglass@example.com;43;M;Ohio;5269 James Ranch;44120;Shaker Heights;United States;41;-82;Organic;04/07/2020
31882;Mary;Brady;marybrady@example.com;12;F;Ohio;272 Johnson Field Apt. 199;44120;Shaker Heights;United States;41;-82;Search;1/20/2021 8:14:00
37032;Timothy;Harris;timothyharris@example.net;36;M;Ohio;05481 Johnson Shoals Suite 279;44121;South Euclid;United States;42;-82;Search;6/23/2019 14:59:00
9803;Rebecca;Wilson;rebeccawilson@example.org;21;F;Ohio;471 Erik Light Apt. 450;44122;Beachwood;United States;41;-82;Search;4/24/2023 4:52:00
30684;Paul;Jones;pauljones@example.org;44;M;Ohio;4723 Deleon Ways Suite 019;44122;Beachwood;United States;41;-82;Search;07/03/2021
40505;Jonathan;Thompson;jonathanthompson@example.org;57;M;Ohio;71946 Snow Estate;44122;Beachwood;United States;41;-82;Search;11/02/2020
60619;William;Hurst;williamhurst@example.org;40;M;Ohio;3095 Pierce Shore;44122;Beachwood;United States;41;-82;Organic;7/21/2020 6:02:00
97082;Anthony;Wong;anthonywong@example.org;56;M;Ohio;727 Christopher Mission;44122;Beachwood;United States;41;-82;Search;3/26/2022 17:42:00
2925;Dawn;Hernandez;dawnhernandez@example.net;28;F;Ohio;9425 Katrina Green Suite 241;44124;Pepper Pike;United States;42;-81;Search;1/28/2019 5:54:00
4244;Julia;Anderson;juliaanderson@example.org;48;F;Ohio;151 Patrick Parkways Apt. 861;44124;Pepper Pike;United States;42;-81;Organic;6/25/2023 9:08:00
56395;Tina;Moore;tinamoore@example.net;67;F;Ohio;9626 Ferguson Unions;44124;Pepper Pike;United States;42;-81;Display;03/10/2019
89114;John;Phillips;johnphillips@example.net;31;M;Ohio;30061 Kim Inlet Suite 403;44124;Pepper Pike;United States;42;-81;Search;7/25/2019 16:02:00
7750;Matthew;Gilmore;matthewgilmore@example.org;26;M;Ohio;65476 Olson Forges Suite 080;44125;Garfield Heights;United States;41;-82;Search;5/25/2021 4:13:00
9541;Jeffrey;Ross;jeffreyross@example.com;68;M;Ohio;057 Smith Groves Apt. 021;44125;Garfield Heights;United States;41;-82;Email;10/20/2019 3:13:00
14365;Darrell;Gonzales;darrellgonzales@example.com;15;M;Ohio;560 Reyes Plains Suite 691;44125;Garfield Heights;United States;41;-82;Search;12/21/2022 17:34:00
36573;Angel;Davies;angeldavies@example.net;21;F;Ohio;78044 Kerr Ranch;44125;Garfield Heights;United States;41;-82;Search;8/29/2021 2:38:00
64992;Jane;Sparks;janesparks@example.org;41;F;Ohio;0182 Chad Dale;44125;Garfield Heights;United States;41;-82;Organic;09/05/2019
87658;Jennifer;Jackson;jenniferjackson@example.com;65;F;Ohio;9032 Christopher Manor;44125;Garfield Heights;United States;41;-82;Search;11/12/2019
19038;Howard;Brown;howardbrown@example.com;27;M;Ohio;44423 Jenna Pass Apt. 153;44128;Warrensville Heights;United States;41;-82;Search;12/05/2021
21077;Chase;Hill;chasehill@example.net;56;M;Ohio;303 Moore Plains Suite 622;44128;Warrensville Heights;United States;41;-82;Search;6/15/2019 1:10:00
53548;Lori;Gonzalez;lorigonzalez@example.com;22;F;Ohio;68995 Calderon Ridge Apt. 138;44128;Warrensville Heights;United States;41;-82;Organic;3/14/2022 15:42:00
80038;Jason;Wong;jasonwong@example.org;44;M;Ohio;9346 Laura Ports Apt. 242;44128;Warrensville Heights;United States;41;-82;Organic;2/19/2022 11:49:00
16086;Matthew;Sparks;matthewsparks@example.com;13;M;Ohio;423 Christopher Hollow;44130;Middleburg Heights;United States;41;-82;Search;12/21/2019 12:53:00
23046;Michaela;Johnson;michaelajohnson@example.com;32;F;Ohio;0644 Carol Meadow Suite 855;44130;Middleburg Heights;United States;41;-82;Search;11/10/2019
55328;Jeffrey;Rogers;jeffreyrogers@example.com;30;M;Ohio;1930 Whitney Mount Suite 074;44130;Middleburg Heights;United States;41;-82;Search;06/07/2019
95600;Sandra;Duffy;sandraduffy@example.com;56;F;Ohio;181 Thomas Canyon Apt. 338;44130;Middleburg Heights;United States;41;-82;Search;6/23/2023 11:07:33
98959;Daniel;Schroeder;danielschroeder@example.com;16;M;Ohio;42534 Tara Plaza;44130;Middleburg Heights;United States;41;-82;Email;02/05/2019
27476;Tiffany;Ferguson;tiffanyferguson@example.org;19;F;Ohio;22429 Howell Mews;44133;North Royalton;United States;41;-82;Search;9/22/2020 17:33:00
42522;Bryan;Aguilar;bryanaguilar@example.com;32;M;Ohio;917 Rebekah Courts;44133;North Royalton;United States;41;-82;Search;10/25/2019 8:15:00
98406;John;Andrade;johnandrade@example.org;13;M;Ohio;319 James Shore Apt. 389;44133;North Royalton;United States;41;-82;Organic;12/28/2020 4:43:00
5437;Yvette;Foster;yvettefoster@example.net;18;F;Ohio;86793 Amy Bypass Suite 188;44134;Parma;United States;41;-82;Search;1/13/2022 11:56:00
23429;Cassandra;Mcdonald;cassandramcdonald@example.org;21;F;Ohio;599 Rebecca Brook;44134;Parma;United States;41;-82;Search;01/01/2023
65664;Bobby;Rodriguez;bobbyrodriguez@example.org;20;M;Ohio;14326 Taylor Radial Apt. 120;44134;Parma;United States;41;-82;Facebook;06/01/2019
65687;Todd;Patrick;toddpatrick@example.com;36;M;Ohio;989 Kelly Flats;44134;Parma;United States;41;-82;Search;8/29/2020 8:29:00
84918;John;Russell;johnrussell@example.com;70;M;Ohio;19091 Baker Place;44134;Parma;United States;41;-82;Search;2/28/2023 10:53:00
87078;Kara;Bass;karabass@example.com;33;F;Ohio;70219 Mary Bypass;44134;Parma;United States;41;-82;Search;02/06/2020
